age,annual_income,employment_length_years,existing_debt,debt_to_income_ratio,num_credit_lines,num_late_payments_2yrs,credit_utilization,savings_balance,checking_balance,loan_amount,loan_term_months,credit_history_years,has_bankruptcy,home_ownership,purpose,creditworthy
35,39612.04,9.2,8227.87,0.208,11,0,0.632,1353.08,3991.78,7388.24,24,17,0,own,business,1
30,39278.41,6.3,2394.54,0.061,9,1,0.191,2113.97,5642.92,2513.82,12,6,0,own,home_improvement,0
57,45843.73,4.8,24700.34,0.539,6,0,0.154,2155.27,2388.59,5908.48,12,33,0,rent,debt_consolidation,1
55,48006.42,2.3,8975.0,0.187,9,2,0.772,5877.97,2806.15,14373.28,36,33,0,mortgage,business,0
59,52253.95,16.7,26885.98,0.515,3,1,0.353,4369.6,5339.66,2754.27,60,41,0,mortgage,education,1
27,71926.32,7.3,27464.79,0.382,11,1,0.421,2724.69,0.0,7262.11,12,4,0,mortgage,debt_consolidation,1
44,51680.65,0.0,16539.7,0.32,4,0,0.455,695.17,909.07,5512.59,60,19,0,own,medical,1
30,58797.96,8.6,15993.83,0.272,4,2,0.087,8108.1,6880.82,6255.93,12,7,1,own,car,0
64,34817.53,13.0,13380.78,0.384,6,0,0.559,1593.85,2588.85,13268.41,48,39,0,mortgage,debt_consolidation,1
32,44970.25,7.8,17256.25,0.384,6,0,0.595,2791.11,2513.5,21658.62,60,7,0,own,education,1
26,44329.95,2.5,1133.79,0.026,7,2,0.255,4940.35,868.27,4969.95,12,6,0,rent,medical,1
48,33121.27,2.0,16597.91,0.501,9,0,0.358,3750.27,2252.13,3138.52,24,23,0,mortgage,business,1
63,51267.47,2.4,11023.56,0.215,3,0,0.486,7836.26,2056.96,4062.83,36,45,0,own,car,1
65,34890.89,14.6,7230.61,0.207,8,0,0.411,6377.88,0.0,3907.12,36,41,0,rent,business,1
23,50116.8,6.6,11802.15,0.235,2,1,0.55,2136.81,6605.28,7602.23,60,3,0,rent,car,0
35,60287.69,0.0,23102.23,0.383,2,0,0.391,8331.1,1924.56,13139.94,24,16,0,own,education,1
26,91702.7,8.9,20109.43,0.219,5,0,0.285,15197.18,4867.14,5952.47,12,2,0,rent,business,1
34,43634.53,7.7,9518.02,0.218,6,1,0.33,7033.34,0.0,4442.18,48,9,0,mortgage,medical,1
46,59736.31,4.8,3204.04,0.054,7,0,0.432,5693.46,2384.1,13348.22,36,26,0,own,home_improvement,1
33,46834.05,1.9,11278.58,0.241,1,0,0.389,8819.48,5477.88,3052.61,24,13,0,mortgage,medical,1
22,34334.13,1.7,3406.76,0.099,9,1,0.334,11201.59,3887.1,7736.91,12,1,0,mortgage,education,1
45,92084.2,12.4,43598.4,0.473,6,0,0.615,7415.51,6255.29,10302.82,24,24,0,mortgage,debt_consolidation,1
21,61188.99,8.2,12072.03,0.197,7,0,0.074,2759.28,2167.66,3617.86,60,0,0,rent,car,1
30,67681.62,9.4,35821.16,0.529,8,1,0.328,6714.03,4599.5,7767.37,12,8,0,own,education,0
19,97452.44,8.2,37304.78,0.383,8,0,0.308,5720.32,8960.81,13284.71,48,0,0,rent,car,1
23,50038.83,8.6,21054.36,0.421,5,0,0.435,2650.81,0.0,5780.02,24,0,0,mortgage,car,1
41,37934.23,4.7,19813.36,0.522,5,2,0.255,9756.01,3004.27,10468.44,48,18,0,rent,medical,0
62,43441.68,6.0,6370.09,0.147,2,2,0.244,2834.31,4561.01,2396.19,60,39,1,mortgage,car,1
58,36899.72,12.8,11832.42,0.321,6,0,0.298,2337.44,2348.77,4578.96,24,37,0,own,business,1
24,82955.43,14.1,3449.67,0.042,2,3,0.307,4451.16,5449.57,3565.89,36,2,0,mortgage,debt_consolidation,1
20,107654.47,0.9,7902.06,0.073,7,0,0.43,11725.0,3267.03,6576.95,36,0,0,mortgage,home_improvement,1
36,60073.76,6.0,12873.27,0.214,5,0,0.294,7784.39,4897.55,4361.58,48,14,0,mortgage,car,1
52,72615.29,11.2,27719.14,0.382,2,1,0.379,15016.87,10680.2,17528.78,48,27,0,rent,home_improvement,1
57,79103.57,16.4,36450.73,0.461,5,1,0.341,2669.2,10835.8,9221.02,24,36,0,mortgage,home_improvement,1
60,99815.36,15.9,15560.64,0.156,11,0,0.788,20228.17,3781.63,3463.87,12,38,0,rent,car,1
36,105984.12,3.0,44196.54,0.417,6,0,0.281,4272.25,5080.8,5483.17,36,18,0,rent,business,0
27,30907.38,13.4,4292.24,0.139,4,2,0.34,1016.47,4170.75,5570.6,48,6,0,mortgage,home_improvement,1
20,47251.71,7.3,1096.69,0.023,5,0,0.236,3467.44,4555.85,13408.78,36,1,0,mortgage,business,1
26,57845.5,12.2,2825.11,0.049,7,2,0.081,2102.55,5519.02,9846.4,36,8,0,rent,education,0
22,45445.46,10.9,15012.73,0.33,1,1,0.074,4969.86,0.0,7486.28,48,1,0,rent,car,0
62,52680.55,0.7,14934.31,0.283,6,0,0.377,2748.0,5921.69,10057.63,36,42,0,own,home_improvement,1
32,66210.9,9.7,10813.92,0.163,0,1,0.298,10204.58,3485.55,14419.13,48,12,0,own,home_improvement,0
60,27348.2,12.0,641.87,0.023,10,0,0.686,3342.45,2142.48,23842.41,48,37,0,own,car,1
47,65609.89,6.9,21063.76,0.321,7,0,0.193,8573.92,2059.8,19436.73,12,29,0,mortgage,medical,1
46,78211.48,5.8,35455.73,0.453,1,0,0.461,8007.74,11664.97,8189.08,12,22,0,rent,medical,1
42,58268.79,0.0,3282.21,0.056,5,0,0.315,5777.4,1044.15,6190.43,60,21,0,mortgage,debt_consolidation,1
60,26312.17,10.4,10796.71,0.41,10,1,0.214,1280.15,4322.9,9205.77,36,41,0,own,medical,1
21,51267.54,8.0,18267.01,0.356,11,1,0.255,2764.0,3491.31,12039.94,48,2,0,own,car,0
23,64049.19,2.4,17553.2,0.274,1,1,0.625,3572.61,3733.98,5027.56,36,0,0,mortgage,debt_consolidation,0
40,80141.78,5.4,3656.14,0.046,3,0,0.255,11713.71,1804.28,8522.01,24,20,0,mortgage,debt_consolidation,1
39,76139.5,7.8,38792.53,0.509,1,0,0.824,8256.07,3085.95,9390.73,12,20,0,mortgage,car,0
46,55689.73,4.2,15205.73,0.273,4,2,0.583,3086.61,3146.54,17807.71,60,26,0,rent,home_improvement,1
56,46280.21,7.0,10727.37,0.232,10,0,0.458,3936.19,3397.23,4371.26,12,32,0,rent,medical,0
48,56535.43,0.0,26943.76,0.477,8,0,0.771,11223.68,5293.99,2445.98,36,28,0,mortgage,car,0
32,32221.83,13.7,15084.86,0.468,3,1,0.721,32.36,1812.06,2320.41,24,11,0,mortgage,debt_consolidation,0
35,47697.49,7.1,19338.87,0.405,3,2,0.194,3682.76,4464.48,13459.6,12,11,0,mortgage,business,1
57,85277.55,1.5,39190.22,0.46,7,0,0.491,7430.4,10728.35,15852.52,60,38,0,rent,debt_consolidation,1
29,56479.17,0.0,4851.23,0.086,7,0,0.135,2954.03,6755.06,5925.79,36,4,0,rent,business,1
44,64956.45,12.1,27495.11,0.423,5,0,0.16,1467.79,6365.84,12045.97,48,21,0,own,education,1
46,36436.22,9.8,7063.45,0.194,5,2,0.205,1789.51,3340.55,14762.61,24,28,0,rent,business,1
57,79951.53,8.1,38358.53,0.48,11,1,0.155,3345.93,1091.59,9577.9,36,33,0,rent,medical,1
55,54765.87,11.3,11841.62,0.216,6,0,0.119,4871.45,4223.18,21631.4,60,33,0,rent,education,1
42,64222.13,11.3,3132.83,0.049,9,0,0.244,2860.47,798.28,7001.35,60,17,0,rent,car,1
34,68884.36,8.0,16506.17,0.24,11,1,0.413,5868.53,8095.02,11733.69,24,12,0,own,debt_consolidation,1
37,78927.66,5.7,33235.79,0.421,4,0,0.543,18301.13,6400.7,714.49,36,13,0,mortgage,education,1
39,60970.2,4.9,17406.63,0.285,9,0,0.198,2084.63,7508.57,18762.0,24,18,0,own,car,1
30,55183.06,9.1,23437.68,0.425,9,0,0.244,9042.18,6921.68,8739.55,12,5,0,rent,business,0
50,38842.76,14.0,1503.02,0.039,2,1,0.558,2800.21,3446.3,9353.8,48,32,0,rent,business,1
29,35441.98,6.5,4036.74,0.114,2,2,0.422,304.27,1164.27,11931.0,60,8,0,mortgage,debt_consolidation,1
52,60567.77,14.4,19303.69,0.319,1,3,0.294,9425.2,0.0,14138.28,36,33,0,own,medical,1
57,64361.37,8.9,14430.87,0.224,7,1,0.119,9856.42,6037.61,7572.99,60,32,0,mortgage,home_improvement,1
68,67896.13,8.9,25834.01,0.38,9,0,0.2,2287.01,3955.8,13482.27,48,43,0,own,business,1
25,43719.01,19.0,23177.8,0.53,9,1,0.28,4807.37,4664.12,6692.41,60,4,0,own,business,1
57,47837.46,15.3,17686.79,0.37,4,2,0.126,3347.07,4859.35,16273.3,12,34,0,own,car,1
23,60209.81,15.4,14522.75,0.241,8,0,0.427,5733.05,5815.45,12285.2,24,5,0,own,business,1
36,49740.14,3.0,15292.75,0.307,0,1,0.054,2381.6,3930.56,3980.04,24,15,0,rent,education,1
27,123822.71,18.0,62381.64,0.504,7,0,0.06,4571.53,0.0,3861.71,36,2,0,own,home_improvement,0
27,47516.02,6.6,17898.54,0.377,5,1,0.824,1430.87,6170.27,14006.33,60,8,0,mortgage,debt_consolidation,0
27,65832.99,5.9,29340.79,0.446,9,0,0.393,12187.95,251.31,1925.62,36,8,0,own,education,1
21,75349.45,0.0,13548.19,0.18,11,2,0.339,2588.14,2584.75,6731.26,24,0,0,mortgage,business,0
60,76942.55,8.6,31891.93,0.414,6,0,0.755,8372.39,3858.13,12793.13,36,42,0,mortgage,business,0
22,49463.14,1.6,4644.52,0.094,7,0,0.428,1739.8,3342.94,5376.95,36,0,0,mortgage,education,1
39,68997.88,9.0,28798.41,0.417,11,1,0.274,22737.72,3498.94,8734.14,24,19,0,rent,debt_consolidation,1
54,66130.51,1.2,32220.51,0.487,4,0,0.763,2266.1,2571.02,5224.25,48,29,1,rent,business,0
69,70000.97,16.0,34799.11,0.497,1,0,0.757,2336.43,7475.75,3772.36,12,47,0,mortgage,car,1
62,59947.97,9.8,4903.31,0.082,6,1,0.541,12259.62,5.21,15585.43,24,37,0,mortgage,business,1
25,75535.3,18.4,34733.96,0.46,4,1,0.561,4947.45,3470.62,4365.04,24,5,0,mortgage,home_improvement,0
69,62293.23,1.9,4875.46,0.078,7,1,0.449,1672.04,0.0,4914.77,12,47,0,mortgage,medical,1
52,37436.08,14.7,10240.65,0.274,9,2,0.363,2845.96,566.05,6453.18,12,30,0,own,education,1
28,61677.38,0.0,23544.5,0.382,6,0,0.448,2437.3,0.0,6666.29,60,6,0,mortgage,education,1
41,64072.85,8.0,17725.88,0.277,3,0,0.544,23561.46,6623.05,7128.17,36,19,1,rent,car,0
65,73721.28,3.8,14755.47,0.2,6,0,0.421,1093.66,5603.28,15100.83,60,46,0,rent,car,1
39,60591.66,4.8,23171.78,0.382,5,1,0.45,7700.16,1588.92,9042.65,12,16,0,own,education,0
28,100701.42,4.4,37286.29,0.37,2,1,0.024,21092.24,0.0,5705.3,60,7,0,rent,education,1
63,55810.33,2.4,18357.86,0.329,9,2,0.293,7741.19,0.0,7064.08,36,38,0,mortgage,business,1
67,48653.74,0.7,14599.39,0.3,3,0,0.639,2245.19,570.03,10807.27,12,46,0,rent,car,1
68,89183.31,4.8,35141.98,0.394,6,2,0.094,15082.73,4337.83,1450.85,24,45,0,mortgage,business,1
67,55316.78,7.6,12922.53,0.234,10,2,0.435,4999.85,5783.82,6554.84,36,48,0,rent,medical,0
63,58753.28,12.8,3316.46,0.056,2,0,0.2,7233.87,0.0,16972.59,48,44,0,rent,debt_consolidation,1
42,64081.81,8.5,19535.4,0.305,5,0,0.319,9119.46,0.0,7742.3,60,17,0,rent,debt_consolidation,0
28,62309.1,12.8,25137.45,0.403,2,0,0.33,2026.49,0.0,8357.84,60,10,0,rent,education,1
50,69812.23,0.0,12465.31,0.179,5,2,0.373,8220.92,4663.88,6986.07,60,26,0,rent,education,1
30,72246.39,4.8,6834.37,0.095,3,0,0.405,9809.95,0.0,15224.19,36,8,0,mortgage,debt_consolidation,1
43,47280.34,10.6,23795.05,0.503,10,1,0.261,3647.93,0.0,18121.23,12,25,0,rent,education,1
52,39828.81,8.7,19029.7,0.478,3,2,0.377,1819.18,3594.0,890.55,12,32,0,mortgage,car,1
67,41269.78,2.7,14352.4,0.348,7,0,0.527,3009.25,5896.11,20686.71,60,49,0,rent,debt_consolidation,1
33,85690.15,11.7,37438.18,0.437,1,1,0.108,21663.78,5985.62,3148.41,12,13,0,mortgage,debt_consolidation,1
31,53843.94,4.3,28723.96,0.533,5,0,0.65,5854.98,2744.21,12942.65,12,12,0,mortgage,debt_consolidation,0
56,75117.98,3.1,24166.0,0.322,10,2,0.381,6218.22,13188.33,13056.13,60,36,0,rent,car,0
19,72912.01,9.4,10894.24,0.149,8,0,0.634,2452.18,2959.28,3653.5,36,0,0,mortgage,education,1
47,58749.24,7.0,21065.74,0.359,3,1,0.503,9807.18,2394.21,6675.13,36,26,0,rent,education,0
57,43516.97,4.4,21964.52,0.505,11,0,0.519,5084.64,1733.97,9054.5,36,38,0,mortgage,home_improvement,1
47,73513.6,4.2,28359.97,0.386,9,0,0.071,4235.8,10416.83,21236.17,48,26,0,rent,business,1
38,58096.12,1.7,1969.89,0.034,4,0,0.549,2879.62,5438.66,8773.46,60,14,0,mortgage,business,1
61,39063.45,5.0,19769.24,0.506,11,2,0.252,1130.57,3636.24,9602.11,48,38,0,mortgage,debt_consolidation,1
37,49872.2,12.5,20918.79,0.419,2,0,0.482,6007.27,4139.13,14541.0,36,19,0,own,medical,0
55,34596.44,8.2,8059.95,0.233,3,0,0.145,474.46,1516.48,5217.03,24,31,0,own,medical,1
42,50621.47,11.8,27506.23,0.543,11,1,0.258,6263.74,2556.78,4791.76,24,24,0,own,debt_consolidation,0
20,59743.63,9.6,24046.22,0.402,11,0,0.572,891.79,1101.54,11806.21,24,0,0,mortgage,debt_consolidation,0
46,56096.5,3.9,25663.24,0.457,9,3,0.248,3837.79,2628.69,10098.07,48,21,0,own,debt_consolidation,1
21,53938.47,0.0,28041.44,0.52,2,2,0.598,9201.68,4358.03,6550.09,48,3,0,rent,car,0
66,59541.48,2.4,2439.81,0.041,2,0,0.499,646.95,3387.51,14253.09,12,42,0,own,car,1
49,68401.82,3.6,29443.05,0.43,7,0,0.174,13548.23,7327.81,18401.94,12,28,0,rent,debt_consolidation,0
37,77164.75,3.3,17343.83,0.225,0,0,0.334,3746.83,6157.19,14093.31,60,12,0,mortgage,business,1
43,80727.94,11.9,38798.63,0.481,11,1,0.656,5829.17,6148.06,6286.06,36,18,0,mortgage,education,0
50,45612.25,11.9,22159.11,0.486,11,2,0.097,2219.42,1061.57,8423.22,60,26,0,mortgage,debt_consolidation,1
32,83477.17,18.1,38330.03,0.459,9,0,0.582,4468.75,445.92,5311.45,12,7,0,mortgage,debt_consolidation,0
33,58125.67,3.2,25167.04,0.433,11,0,0.508,2162.68,601.7,17082.8,24,9,0,own,debt_consolidation,1
40,52037.74,15.0,22947.08,0.441,2,1,0.842,8310.04,6299.66,8233.6,36,15,0,mortgage,home_improvement,1
32,41653.73,15.0,7379.91,0.177,10,0,0.327,5496.85,0.0,2588.06,12,12,0,rent,business,1
57,25763.04,5.8,6066.16,0.235,3,2,0.236,874.68,1962.14,11575.95,36,33,0,rent,business,1
24,66814.05,9.4,5410.54,0.081,1,0,0.711,7341.3,5090.47,8479.02,24,2,0,rent,car,1
61,65959.86,13.2,30355.62,0.46,3,1,0.352,6153.25,2140.66,7686.37,36,38,0,rent,business,1
36,48440.8,6.7,17554.14,0.362,9,1,0.519,2902.24,3142.42,2713.19,36,18,0,mortgage,education,1
47,48889.35,6.3,16854.11,0.345,11,0,0.165,5618.04,3677.87,5203.09,24,25,0,mortgage,car,1
27,55433.03,3.9,8338.31,0.15,7,0,0.859,3900.21,493.88,8899.16,48,5,0,mortgage,debt_consolidation,1
38,51751.88,0.0,17904.55,0.346,2,0,0.231,7553.27,1407.38,12811.75,24,18,0,rent,education,0
57,44966.91,7.4,11732.43,0.261,7,0,0.565,1733.81,2696.31,10529.89,24,36,0,rent,home_improvement,1
32,40254.8,3.5,22039.2,0.547,6,1,0.371,5467.02,2475.75,4683.91,36,8,0,rent,medical,0
25,83802.93,1.6,40009.71,0.477,6,0,0.337,1134.79,0.0,5834.71,24,6,0,own,business,1
45,49791.76,9.1,14876.33,0.299,4,2,0.556,4367.58,3327.65,4339.05,36,26,0,own,education,0
27,65836.53,0.0,29526.46,0.448,1,1,0.094,5231.06,4524.6,6938.74,12,7,0,rent,home_improvement,0
35,70104.17,11.0,7514.3,0.107,4,0,0.731,2815.31,7883.68,12537.35,36,12,0,rent,business,1
41,66922.71,9.4,4935.03,0.074,10,0,0.139,7852.53,4109.45,6006.74,36,16,0,mortgage,business,1
47,71376.3,5.0,25284.69,0.354,4,1,0.747,8915.0,3020.54,6783.38,36,25,0,mortgage,business,1
51,66674.72,6.7,27016.36,0.405,0,2,0.161,3195.0,6724.33,7864.71,36,28,0,own,medical,1
53,47002.0,1.0,2261.73,0.048,4,1,0.513,2813.4,5554.19,3120.19,36,31,0,mortgage,car,0
62,52679.29,10.8,6664.49,0.127,5,1,0.637,5400.61,0.0,9137.53,24,43,0,rent,debt_consolidation,1
22,83016.0,7.9,25299.29,0.305,7,0,0.447,1456.37,3005.91,8578.38,24,1,0,own,medical,1
37,49335.44,8.3,2629.22,0.053,7,1,0.543,2465.03,0.0,8765.98,36,14,0,mortgage,home_improvement,1
19,58152.68,9.5,14232.75,0.245,5,1,0.304,3087.76,828.23,4333.28,24,0,0,mortgage,debt_consolidation,1
19,68502.14,3.8,18872.5,0.276,1,0,0.384,4350.07,9351.36,20336.9,24,0,0,rent,debt_consolidation,1
29,93435.48,0.0,47517.47,0.509,5,0,0.393,13065.57,797.1,21061.58,48,5,0,rent,medical,1
49,80444.14,11.8,15067.88,0.187,0,2,0.514,10755.16,6874.52,6713.59,48,28,0,rent,business,1
64,42982.38,10.4,4702.03,0.109,6,2,0.546,1599.23,3552.63,1988.95,36,43,0,mortgage,debt_consolidation,1
58,65144.29,4.3,1562.12,0.024,5,1,0.654,5526.04,2145.85,893.31,48,37,0,own,car,1
51,62678.06,9.0,5293.31,0.084,4,1,0.827,6198.06,2469.9,3947.81,12,27,0,rent,car,1
58,52824.64,13.3,22078.53,0.418,7,1,0.605,5950.6,6958.8,4136.26,60,39,0,mortgage,car,1
27,58704.07,12.7,15017.01,0.256,9,0,0.324,1610.78,6415.5,7128.46,24,9,0,mortgage,business,1
61,46858.92,4.2,5872.56,0.125,3,2,0.555,368.85,8152.25,5186.29,36,36,0,rent,medical,1
64,55112.27,0.0,28355.52,0.515,6,1,0.208,15255.0,0.0,5907.93,36,40,0,rent,education,1
23,49479.02,0.4,21641.89,0.437,6,0,0.653,2140.6,4394.26,14274.9,24,0,0,rent,medical,1
42,60136.98,5.4,4847.84,0.081,6,0,0.136,4502.98,0.0,5592.5,12,17,0,own,education,1
61,52208.67,14.3,8486.38,0.163,4,0,0.149,5264.71,3133.52,17180.8,48,40,0,own,medical,1
43,95975.82,3.4,45128.21,0.47,2,0,0.402,6987.09,4878.13,8029.9,12,18,0,mortgage,home_improvement,1
61,60783.72,4.0,23522.62,0.387,2,1,0.644,4678.26,276.54,8375.09,60,42,0,mortgage,home_improvement,1
66,57033.51,3.9,29722.38,0.521,0,0,0.015,5560.64,1801.39,12933.12,12,45,0,rent,debt_consolidation,1
43,54175.66,4.3,3272.87,0.06,0,0,0.447,2195.9,2537.49,14287.01,48,25,0,rent,business,0
22,52253.06,6.9,22519.4,0.431,9,1,0.613,2154.25,4371.35,10321.52,60,1,0,mortgage,business,1
36,39066.25,0.6,2363.43,0.06,0,0,0.241,1692.82,174.39,7996.79,48,14,0,rent,business,1
29,75057.37,12.4,14893.7,0.198,10,1,0.41,8052.48,1868.94,6051.9,24,9,0,mortgage,debt_consolidation,1
43,89228.86,6.3,37284.67,0.418,10,1,0.173,11259.48,7829.82,2134.61,48,19,0,own,home_improvement,1
48,49244.33,19.4,19541.89,0.397,2,1,0.224,1812.83,4812.24,13482.26,60,30,0,rent,business,1
42,82866.15,1.1,1750.34,0.021,5,0,0.688,3340.57,16013.66,11405.75,48,23,0,mortgage,medical,1
28,123347.01,14.9,15668.74,0.127,4,0,0.547,14410.37,8650.07,5926.41,24,4,0,mortgage,business,1
34,106240.12,14.0,45964.15,0.433,4,0,0.371,14889.43,9920.75,5625.79,24,12,0,rent,debt_consolidation,1
53,87833.7,4.9,7629.08,0.087,4,1,0.165,13402.69,4435.27,14639.05,48,33,0,own,debt_consolidation,1
20,40509.7,5.0,7817.6,0.193,4,1,0.333,1815.7,5340.54,902.79,12,0,0,own,medical,1
29,40369.74,2.4,4741.89,0.117,8,2,0.408,4408.23,608.53,8058.46,36,10,0,rent,education,1
64,71260.38,2.5,5634.62,0.079,4,0,0.26,16473.2,4158.07,7225.04,12,40,0,own,education,1
24,58337.92,7.0,27034.47,0.463,2,2,0.38,3122.7,4331.7,13511.68,24,0,0,own,business,0
40,30363.74,7.1,1594.43,0.053,4,1,0.014,4015.31,2614.96,11305.01,60,21,0,rent,medical,0
29,51004.93,0.0,15510.93,0.304,11,0,0.339,4479.19,5534.09,3674.93,60,10,0,rent,debt_consolidation,0
24,70211.26,18.5,27179.86,0.387,11,4,0.353,21602.77,3617.07,5490.66,60,4,0,mortgage,home_improvement,1
40,55365.63,5.7,2797.23,0.051,0,0,0.614,478.85,5886.62,1523.89,60,16,0,own,business,1
45,58429.99,7.3,20784.49,0.356,6,1,0.251,5669.25,0.0,8685.66,48,23,0,rent,education,0
27,40351.88,3.9,7951.53,0.197,11,0,0.522,7836.11,2997.52,5668.28,48,3,0,rent,business,1
22,50799.87,5.7,23458.31,0.462,2,0,0.554,1755.81,0.0,3279.74,48,0,0,mortgage,car,1
25,71361.03,5.2,31595.78,0.443,0,0,0.503,9626.23,3594.99,4053.95,48,5,0,rent,education,1
52,50026.36,7.0,22050.1,0.441,2,0,0.465,2771.01,9340.29,18694.61,48,32,1,own,debt_consolidation,1
62,85166.7,6.9,19698.35,0.231,3,0,0.397,1262.0,6386.2,6046.96,36,44,1,mortgage,debt_consolidation,1
28,58856.44,11.0,26835.63,0.456,11,0,0.513,3175.53,2226.18,9828.58,48,4,0,own,home_improvement,1
35,66731.75,8.1,23615.73,0.354,3,0,0.319,2473.09,5832.99,1710.81,12,15,0,rent,education,1
36,70824.18,10.5,15631.06,0.221,3,0,0.43,11609.2,4200.06,12528.96,24,16,0,mortgage,debt_consolidation,1
37,69886.04,7.0,4385.7,0.063,3,1,0.307,21733.57,379.29,10110.93,36,18,0,own,home_improvement,1
31,42611.88,8.2,2361.3,0.055,4,2,0.643,2453.2,0.0,13151.0,36,6,0,own,business,0
21,44867.52,5.8,6875.63,0.153,11,0,0.607,2438.12,2739.01,3078.62,48,0,0,own,car,1
45,30209.98,12.0,5400.94,0.179,1,1,0.2,323.95,1569.12,20939.23,60,27,0,own,business,1
37,52621.49,8.6,26920.63,0.512,5,0,0.402,8093.2,2577.23,15372.32,36,12,0,mortgage,car,0
36,43845.64,6.2,24113.66,0.55,7,1,0.522,9479.32,4553.88,2965.51,60,13,0,own,business,1
32,49563.22,6.1,4765.36,0.096,1,1,0.656,5868.92,6506.28,5526.27,60,10,0,rent,education,1
66,54324.5,6.5,28230.66,0.52,0,1,0.573,2848.24,5372.95,10120.42,24,41,0,mortgage,debt_consolidation,0
50,61314.46,7.2,24186.48,0.394,11,2,0.416,6156.53,2813.51,3150.71,48,31,0,rent,medical,1
40,55628.68,6.7,15813.14,0.284,3,0,0.177,8349.72,3859.39,18247.51,12,21,0,rent,medical,1
29,55305.32,4.2,29089.71,0.526,2,1,0.436,4016.61,6543.5,12100.82,12,7,0,rent,education,0
59,65003.36,10.8,25888.07,0.398,4,0,0.39,8213.26,6970.87,5590.07,36,39,0,own,education,1
64,57613.89,11.1,19279.73,0.335,0,2,0.383,3457.26,5308.1,11276.75,12,46,0,mortgage,debt_consolidation,1
20,76907.08,15.9,10078.61,0.131,1,0,0.623,1859.41,3007.4,5778.6,36,0,0,rent,home_improvement,1
66,57672.22,4.0,8625.19,0.15,0,0,0.538,8361.69,6835.15,18902.32,24,46,0,rent,car,1
54,93640.38,10.3,47110.09,0.503,6,1,0.582,8522.3,12541.49,8646.19,48,29,0,mortgage,car,0
24,42101.95,0.0,5640.42,0.134,5,0,0.68,4255.73,4532.98,9794.56,36,0,0,mortgage,education,0
57,52328.87,11.1,1942.56,0.037,3,0,0.426,8355.37,11189.36,4021.44,48,37,1,mortgage,debt_consolidation,1
24,47119.72,0.0,7591.0,0.161,11,1,0.408,1801.62,4905.77,6408.16,60,0,0,rent,car,1
21,62077.9,2.1,17052.46,0.275,3,1,0.479,3384.54,7699.81,14517.08,60,0,0,rent,business,1
24,42093.84,8.7,9363.41,0.222,0,1,0.082,8991.24,4154.73,6743.47,60,0,0,rent,car,1
42,77296.34,3.9,39883.03,0.516,1,2,0.443,7543.79,4652.23,3857.15,36,17,0,rent,car,1
50,36535.75,3.2,8835.96,0.242,8,0,0.286,5476.65,287.3,2989.69,48,27,0,rent,education,1
39,44462.36,4.6,21839.82,0.491,6,1,0.531,3715.39,1253.98,9188.74,60,15,0,rent,car,0
25,37274.34,10.6,12493.29,0.335,3,2,0.646,4629.49,1070.56,2368.88,24,2,0,mortgage,debt_consolidation,0
29,54550.34,2.3,16244.33,0.298,2,0,0.443,6973.94,339.39,2117.67,60,4,0,mortgage,debt_consolidation,0
62,61257.8,6.7,6426.17,0.105,2,0,0.068,2937.59,3205.89,1420.12,60,39,0,mortgage,debt_consolidation,1
68,34991.71,5.1,5726.29,0.164,5,1,0.875,11424.17,2338.44,9411.6,24,46,0,mortgage,medical,0
57,51319.8,11.1,24612.89,0.48,8,1,0.379,5143.17,6478.36,1360.14,60,35,0,mortgage,education,1
24,80369.94,11.2,34830.51,0.433,7,1,0.607,1483.97,514.86,8649.83,36,2,0,mortgage,debt_consolidation,0
60,88240.61,0.0,22689.69,0.257,8,0,0.626,2032.85,9817.86,7862.49,48,42,0,own,car,1
54,73233.47,12.2,36747.22,0.502,0,0,0.845,4171.86,5864.11,5505.07,12,33,0,mortgage,education,1
45,27143.59,3.9,12327.66,0.454,6,0,0.491,376.24,2320.58,7610.24,12,27,0,mortgage,business,0
26,59487.79,8.2,4723.61,0.079,9,0,0.803,11503.4,3679.74,10738.26,48,6,0,mortgage,education,1
69,83556.27,2.3,28504.65,0.341,2,1,0.396,4086.01,14310.0,16650.81,24,50,0,own,business,1
41,49726.06,8.9,22047.88,0.443,6,0,0.062,1471.79,1360.24,6908.64,48,17,0,rent,debt_consolidation,1
21,39261.17,19.8,17605.59,0.448,0,2,0.56,4122.06,1521.34,8748.89,36,0,0,rent,debt_consolidation,0
29,81398.72,7.6,5568.55,0.068,10,0,0.855,10216.31,5905.74,3652.8,12,8,0,own,car,1
39,85480.21,4.7,11885.5,0.139,8,0,0.053,5162.94,7389.44,8636.81,24,20,0,rent,debt_consolidation,1
22,57480.86,5.8,13732.8,0.239,7,0,0.222,7288.35,4478.47,7086.66,12,0,0,own,debt_consolidation,1
35,39367.55,0.0,6037.58,0.153,7,0,0.783,5842.66,2526.2,10026.26,48,14,0,own,education,0
42,33755.65,14.2,2624.07,0.078,8,0,0.758,1992.58,3138.86,3477.2,12,18,0,rent,car,0
67,64089.64,8.6,22640.58,0.353,5,2,0.178,1697.72,6200.51,21720.42,36,45,0,rent,debt_consolidation,1
23,47240.83,1.8,13650.75,0.289,11,0,0.642,2521.29,3058.19,5953.08,60,1,0,rent,debt_consolidation,1
